Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ABCC6,32.0088142924255,-1.4417033735747,0.591444246576596,-2.42866325083931,0.015154600796849,0.0500796298389389
ABCC6P1,0.667287239521313,-0.0776757614266675,0.342283303685412,-0.21139237984689,0.832581102398994,
ABCC6P2,2.07904825929904,0.00440393793860903,0.533419412873251,0.00821502928050281,0.993445428695031,
ABCC8,0.22990547221572,-0.104593600347607,0.333443468463847,-0.304649672030618,0.760632984340112,
ABCC9,0,,,,,
ABCD1,151.191705005388,-2.40993206707122,0.402020712712706,-5.96759229050518,2.40780101506905e-09,6.75774341493437e-08
ABCD2,2.18543202871979,0.640540642060793,0.521549745378724,1.51781306150055,0.129061531420883,
ABCD3,4264.44589189608,0.0343878697212237,0.231698727434102,0.148418194324592,0.88201274209418,0.930162321067063
ABCD4,397.68401333697,-0.409718131576694,0.300899953456307,-1.36156001958088,0.173336779870711,0.310975658736023
ABCE1,9242.69143318877,0.307039846382974,0.230221582095583,1.3336730481672,0.182311031376559,0.321426643561256
ABCF1,6876.36270763008,-0.138657092375972,0.195733185805293,-0.708396860038854,0.478698841814174,0.634031277237807
ABCF2,1698.06858786714,-0.502044770759889,0.244988480532548,-2.04922385201069,0.0404402307448044,0.105683139903191
ABCF3,1452.74744427517,-0.568819108957041,0.252289330372307,-2.254575203053,0.0241600053720991,0.0716039210818836
ABCG1,4.51912047027686,-0.330105326651586,0.64047917938098,-0.521948820080684,0.601705965547566,0.733517147805282
ABCG2,714.898705784862,-1.43604565747372,0.235109085811871,-6.10671243924279,1.0170423738546e-09,2.96637359040924e-08
ABCG4,0,,,,,
ABCG5,0,,,,,
ABCG8,0,,,,,
ABHD1,0.22990547221572,-0.104593600347607,0.333443468463847,-0.304649672030618,0.760632984340112,
ABHD10,1691.25061922972,0.359471950056028,0.237710158736095,1.51222518884086,0.130476585163014,0.253671311501742
ABHD11,239.150978153671,-0.350115375528189,0.420188542811413,-0.833099978369599,0.404788345790664,0.563163071792316
ABHD11-AS1,0,,,,,
ABHD12,529.241191033,-0.179445383813732,0.279718873596301,-0.641499662025575,0.521198100413216,0.669963856174091
ABHD12B,0,,,,,
ABHD13,735.646687415836,0.758628589464785,0.270800282311344,2.8013209495514,0.00508938746770123,0.0213915339310697
ABHD14A,47.8700399325842,-1.41412967636858,0.50505932328362,-2.79089843346644,0.00525619631956378,0.0219016853711628
ABHD14A-ACY1,0,,,,,
ABHD14B,506.763946897253,-0.860935291733719,0.274224914674988,-3.13914111376631,0.00169443828745137,0.00901135842897358
ABHD15,115.152534911614,-1.54280997935581,0.396183579959292,-3.88702564168392,0.000101480037986805,0.000920997904242659
ABHD16A,443.386452055883,-0.774051032957426,0.308331208759533,-2.51011846410335,0.0120690665533139,0.0420438793865445
ABHD16B,0.290927919709115,-0.104593600347607,0.333443468463847,-0.33983697942798,0.733979297936773,
ABHD17A,52.3576790042922,-1.23520263482427,0.607915678719018,-2.03099162600981,0.0422558440803399,0.10918111528488
ABHD17B,810.870806559994,-0.164526909128093,0.239747915284642,-0.686256055060837,0.492551655205013,0.646165741746024
ABHD17C,740.415767716664,0.247812027868583,0.232357452466223,1.06650924980642,0.286193499595374,0.440559692277884
ABHD18,339.216061654793,0.0360602640681815,0.283298901249121,0.1272904694627,0.898710503214858,0.940650907191051
ABHD2,2901.92900194553,0.151329467325358,0.199637316044597,0.758021998584842,0.448437813326723,0.605419538322291
ABHD3,849.258215208667,-0.602861411279194,0.231037990932632,-2.60931529553867,0.00907236081658353,0.0337631641597898
ABHD4,798.565189627817,-0.534105441119357,0.241706801061746,-2.20965392969094,0.0271291894086802,0.0781612807387406
ABHD5,2246.50177390103,1.31282285431772,0.236959024813923,5.53996594246233,3.0253047660279e-08,6.78754274429337e-07
ABHD6,431.306099027666,-0.798538971785632,0.26974228159511,-2.96003051318299,0.00307608573874111,0.0144343139948814
ABHD8,13.8010474537975,-0.629877156158925,0.642574976529555,-0.979927092643059,0.327122108396307,0.485429106384185
ABI1,1545.15104987929,0.720532859882801,0.226312422901845,3.18370650664225,0.00145402356841229,0.00796340227545393
ABI2,1916.65978515883,0.483552463698557,0.214395504677178,2.25540759802185,0.0241077562699268,0.0715388117700788
ABI3,0.271105369672059,0.0879200759295172,0.333443468463847,0.2932549328253,0.769327298411388,
ABI3BP,5.40824553288894,1.41356827672624,0.637038494380818,2.64764511251829,0.00810545644194763,0.0309136097951964
ABITRAM,836.438603765302,0.702791603842515,0.25785261396054,2.72544854000149,0.00642141855368382,0.0257531951971008
ABL1,2410.2859606313,-0.203972922309003,0.276279865606772,-0.738276569478347,0.460346401634849,0.616794516692342
ABL2,9758.35941847514,1.75245331282023,0.198399929356937,8.83268879832012,1.02189037978482e-18,8.08543585069106e-17
ABLIM1,7687.68389993314,-0.110745628011955,0.197515197343263,-0.560693000591867,0.575006839578085,0.712234718854527
ABLIM2,42.7492409409136,-1.20939982382904,0.548163063842277,-2.20036318255389,0.0277811378125059,0.0796078645657917
ABLIM3,91.2413060684145,5.07837684203713,0.530046924896572,7.29271345692726,3.03773729975093e-13,1.40330255695016e-11
ABO,0,,,,,
ABR,622.191503341635,0.499077651446295,0.287102335538737,1.73824362567902,0.0821678950646579,0.180538765005434
ABRA,0,,,,,
ABRACL,375.17851320193,0.858175135223804,0.298820795458357,2.87153418247693,0.00408484601500704,0.0181163042555843
ABRAXAS1,146.173460641269,0.3860580486411,0.353883797787863,1.09089409383106,0.275319486266153,0.429194860428529
ABRAXAS2,1123.43386542349,-0.0445442368139176,0.22864347810782,-0.194819353638002,0.845534370575294,0.906860396559238
ABT1,773.940769509123,-0.48934226235744,0.245119848512119,-1.99627407621932,0.0459040982029795,0.116245056310746
ABTB1,17.4687582121393,-0.0257602673611725,0.654777864662938,-0.0392875472786871,0.968661134784305,0.982130351026961
ABTB2,226.042902191524,-0.0212535836757859,0.340250427860887,-0.0624587652295501,0.950197498374273,0.97195101835634
ACAA1,322.584789937273,-0.767042805724652,0.29990052136561,-2.55724190887648,0.0105505817732533,0.0378350780803141
ACAA2,2385.50280787013,0.137962242100789,0.204840407438041,0.673512184574441,0.50062149967954,0.652879607902258
ACACA,6990.32881177629,-0.273815788504594,0.192722999490108,-1.42077193462367,0.155383072216186,0.287408589218422
ACACB,253.211664876544,-0.828119300698879,0.299971736545022,-2.76007050985925,0.0057788887493251,0.023654642307708
ACAD10,348.778536674189,-0.10677972506896,0.278522432692495,-0.38337075267738,0.70144488581162,0.808022355490424
ACAD11,63.9763408984773,0.0366815227794141,0.456737418952776,0.0803017927327574,0.935997232426024,0.962394334163068
ACAD8,332.09108870985,-0.0995815763328558,0.281232052698838,-0.354078788960962,0.723279837661081,0.823923080503031
ACAD9,2335.91075455782,-0.241663665899812,0.222045086839661,-1.08834812488373,0.276441452733739,0.430351691114773
ACADL,0,,,,,
ACADM,1698.34263334401,0.111431836528376,0.258809813899607,0.430559493046888,0.666788699704575,0.782646722015747
ACADS,37.0996895873213,-1.41955027835863,0.56773997337194,-2.49030760010332,0.0127632579182427,0.0438896408466912
ACADSB,338.138769015328,-0.154086128569317,0.273544292605775,-0.56329615029132,0.573233239120207,0.710656344870037
ACADVL,4828.21017603378,-0.437339644675405,0.254349245915011,-1.71943477962399,0.0855352338802573,0.185688354344546
ACAN,0,,,,,
ACAP1,0.728309687014708,-0.119324624048697,0.395330211893607,-0.288895669568227,0.772661217690146,
ACAP2,3977.93919880277,0.847008896704936,0.22593940156153,3.74878809955106,0.000177691136836756,0.00144513704781123
ACAP3,178.303666751883,-1.06927790654896,0.474197801385162,-2.25367766925591,0.0242164531861286,0.071714063536465
ACAT1,1905.05661744291,0.11094161199669,0.216887376718872,0.51151750876063,0.608988731506114,0.73912429676513
ACAT2,3861.89817446527,0.230274656787181,0.200447691236456,1.14880197860583,0.250637643330603,0.402356458508819
ACBD3,1615.04867166025,0.183019244781894,0.231349850471291,0.791098062025057,0.428886769996453,0.585507590280584
ACBD3-AS1,0,,,,,
ACBD4,68.4658806607139,-1.02092787454053,0.47127428665566,-2.16338058340083,0.030511919718772,0.0854575043902719
ACBD5,1942.36507574098,0.22415034389629,0.217365042876696,1.03121765930714,0.302438761218748,0.459668598460088
ACBD6,1428.80763087698,0.0829475771553861,0.210470984096514,0.394106125947495,0.693502688424601,0.801916393836749
ACBD7,213.169134790621,0.732878042535008,0.326778024872788,2.24244216830824,0.0249328090369901,0.0733825750742438
ACBD7-DCLRE1CP1,0.22990547221572,-0.104593600347607,0.333443468463847,-0.304649672030618,0.760632984340112,
ACCS,93.4550972724681,-0.174631154496217,0.429860507603998,-0.406258310608469,0.6845528136832,0.795836115946667
ACCSL,0,,,,,
ACD,156.859284475301,-1.00458281049289,0.418348426607678,-2.3997958769,0.016404216570818,0.053243011453397
ACE,0,,,,,
ACE2,6.39237111579753,-0.819727659792651,0.660922068683025,-1.2685370407403,0.204606231691684,0.349468101551704
ACER1,0,,,,,
ACER2,42.9497869700561,0.296456591949875,0.493277213077563,0.600811880428361,0.547965290258463,0.691277602419142
ACER3,1621.66485863178,0.701885967596576,0.251105986714503,2.79513125210501,0.0051878647988902,0.0216707354348474
ACHE,0.791938761596895,-0.0968053097786684,0.404993160529629,-0.253520327173712,0.799866155310293,
ACIN1,5686.82701071892,0.190568040705712,0.197747462113712,0.963694129393042,0.335199298467468,0.493616687856651
ACKR1,0,,,,,
ACKR2,0.622428885269619,0.205864071082061,0.337802504622511,0.559545054292008,0.575789791855604,
ACKR3,0,,,,,
ACKR4,0.667287239521313,-0.0776757614266675,0.342283303685412,-0.21139237984689,0.832581102398994,
ACLY,11194.4335989764,-0.67600310416055,0.214303301033452,-3.15441112007278,0.00160822356297047,0.0086487077003564
ACMSD,0,,,,,
ACO1,6388.24699029752,0.790787822739963,0.200458222833192,3.9448670391524,7.9844269029732e-05,0.00075408476305858
ACO2,1268.48945385856,-0.946613363420944,0.279244653460716,-3.38970014618318,0.000699691115395889,0.00447267096756074
ACOD1,0,,,,,
ACOT1,33.6698076668005,-0.157140858978918,0.552592184790585,-0.284157800086255,0.776289453626585,0.862328614673084
ACOT11,5.85517175712766,-0.902890845474773,0.648690818288667,-1.43051250812951,0.152569978470996,0.283578461796334
ACOT12,0,,,,,
ACOT13,1069.72535322907,-0.300291627495445,0.236510643786835,-1.26968099519298,0.20419828513065,0.349132125438898
ACOT2,291.732645569002,0.240775859522427,0.320090899746796,0.752144488198015,0.451964172507207,0.608907238135738
ACOT4,43.6425637868854,1.11097309332794,0.516916223755023,2.14357875936034,0.0320666542065004,0.0885778052593674
ACOT6,0,,,,,
ACOT7,591.372288099628,-0.451320177037228,0.324886160760192,-1.3890933859229,0.164804354740588,0.300167108701633
ACOT8,214.572261909949,-0.952116130588071,0.379308123181591,-2.50918373598022,0.012101052294894,0.0420931380546232
ACOT9,4298.50017673712,0.88311262222818,0.205105564551172,4.30558421591273,1.66545614527291e-05,0.000199465862809457
ACOX1,1079.25817237998,-0.0591396636598042,0.221548998492729,-0.266936124032215,0.789518342508569,0.87231488899482
ACOX2,1.53578569024835,0.245235623316969,0.448710979142554,0.608093678064392,0.543125344935289,
ACOX3,79.1335344883431,-0.62781708787533,0.445777989216637,-1.40760417779905,0.159248309676398,0.292565520541977
ACOXL,18.7736891213613,0.168714662084029,0.616650025505402,0.273317864046981,0.784608884416294,0.868896358356411
ACOXL-AS1,1.20689135177664,0.0686191152018715,0.500312889462338,0.13746694891514,0.890661715641228,
ACP1,3588.1478769658,-0.0715503656203136,0.196657409676721,-0.363831324816808,0.715983969609829,0.817849252681798
ACP2,826.352905776896,-0.593860691926179,0.280051335110292,-2.12044395783953,0.0339686229625359,0.092542722814601
ACP3,114.760876582557,-0.733135529418801,0.372379849261497,-1.96825247769314,0.0490389948956529,0.122515124130473
ACP4,0,,,,,
ACP5,0,,,,,
ACP6,161.145643106845,0.0607276985131166,0.340057387847451,0.178568755781272,0.858276329394019,0.915055934614107
ACP7,0,,,,,
ACR,0,,,,,
ACRBP,2.58632418507096,-0.375464112455587,0.588773425256307,-0.64928217728296,0.516156003553777,
ACRV1,0,,,,,
ACSBG1,2.70626542064462,0.54234298249382,0.602502442044925,0.934238397139786,0.350180933222235,
ACSBG2,1.02184423381261,-0.177234901605771,0.441652984891783,-0.431270787338276,0.666271488682734,
ACSF2,102.563959451889,-3.25102996701038,0.427065902739651,-7.46681088555453,8.21617162531068e-14,4.12890381508434e-12
ACSF3,393.354134675013,-1.13648218451732,0.377267894253335,-3.01153826569832,0.0025992763943702,0.012701785928468
ACSL1,1104.00549787483,0.289943252341181,0.219441816132461,1.3212692617538,0.186411599298215,0.326758489224718
ACSL3,5570.19068185964,-0.365431132136337,0.22772448133464,-1.60470768669498,0.108558149522683,0.221956431233338
ACSL4,10667.142560837,0.287038526662677,0.229569733286101,1.25033477025924,0.211177281956204,0.35740835921021
ACSL5,295.914293185758,0.109956614390205,0.275614497242133,0.39895171614184,0.689928781824252,0.799524044066356
ACSL6,0,,,,,
ACSM1,0,,,,,
ACSM2A,0,,,,,
ACSM2B,0,,,,,
ACSM3,16.6735892720756,-0.381460724145208,0.622736525155253,-0.612508336805388,0.540201483904582,0.685719507748644
ACSM4,0,,,,,
ACSM5,0.271105369672059,0.0879200759295172,0.333443468463847,0.2932549328253,0.769327298411388,
ACSM6,0,,,,,
ACSS1,1.79240564799023,-0.544715473041937,0.491952526365001,-1.36146584727313,0.173366519369245,
ACSS2,775.159542931885,-0.236935214726895,0.264119335362094,-0.897058456223067,0.369687725198688,0.529065317715074
ACSS3,0,,,,,
ACTA1,0.960821786319219,-0.122265979345232,0.387899090290433,-0.337390992507814,0.735822173947647,
ACTA2,47.9177109191595,-0.204035316863794,0.492062126497932,-0.414538433568192,0.678479826063071,0.791311542472023
ACTA2-AS1,62.0536200013675,-0.661825502319341,0.446437531794425,-1.48212798295164,0.138306244322463,0.264537145981309
ACTB,51618.7909993417,-0.720336877723606,0.216094023480218,-3.33343894983675,0.000857794943504068,0.00524658708249302
ACTBL2,21.436378685956,2.2311810570418,0.636689668453728,3.43574616965763,0.000590924337567008,0.00388250862248641
ACTC1,2.60416695962418,-0.762010144532678,0.548529686791544,-1.75402612126365,0.0794260313803582,
ACTG1,32009.0382438321,-0.810199326381562,0.188913082501463,-4.28873524279699,1.7969341453336e-05,0.000212813657737558
ACTG1P17,8.99503660435323,0.458274875947405,0.666690448486272,0.686586972483109,0.492343040243726,0.645991243152987
ACTG1P20,168.22228721377,0.152452414268118,0.356097818940162,0.428164845143776,0.66853110885201,0.783887769523384
ACTG1P4,18.6926669135878,-0.503563754409943,0.61626993756622,-0.816366808102051,0.414290374500568,0.572463476144538
ACTG2,361.203098531161,-1.9838390201901,0.278705257034845,-7.11051530274017,1.15610482529732e-12,4.98465486269495e-11
ACTL10,0,,,,,
ACTL6A,4158.07825169851,0.188036380520526,0.222000233280787,0.847011862498866,0.39698850948163,0.555976602908468
ACTL6B,0,,,,,
ACTL7A,0,,,,,
ACTL7B,0,,,,,
ACTL8,233.574061678805,-2.18508859230014,0.326467741922657,-6.67849475429231,2.41408865572537e-11,9.06807291765526e-10
ACTL9,0,,,,,
ACTN1,6208.06798167149,0.0271816209646228,0.259349350438582,0.104808686251009,0.916527617383381,0.951119597361364
ACTN1-AS1,1.29034297639588,-0.129676403822295,0.507079008526046,-0.258918259543675,0.795698309393452,
ACTN2,0,,,,,
ACTN3,0,,,,,
ACTN4,7921.20930315713,-0.983354330079312,0.31189979521713,-3.15277503834864,0.00161726388195741,0.00868790185775243
ACTR10,1425.06976525099,0.64874101792021,0.241228941703509,2.68926818881071,0.00716088628849289,0.0280680325537106
ACTR1A,2467.07242460438,-0.302516109191725,0.234302608426034,-1.29112434781631,0.196660562534425,0.339339233930581
ACTR1B,792.516603514446,-0.92020839160011,0.325857396404234,-2.8236742930952,0.00474766043807471,0.0203227191413989
ACTR2,6998.24081645275,0.775511178714529,0.253649463384084,3.05740446277914,0.00223262798336784,0.0112615602755499
ACTR3,9694.00767298749,0.908941825671196,0.22543232059949,4.03197279209109,5.53105917427254e-05,0.000551807546729068
ACTR3-AS1,6.84726990022372,-0.296122409436177,0.667492414266114,-0.443425257722753,0.657458170054001,0.775685550040974
ACTR3B,494.627665288737,-0.55463157293752,0.252574740691702,-2.19586821807257,0.0281013771360041,0.0802626699113022
ACTR3BP2,0,,,,,
ACTR3BP5,1.08442147868824,0.241081475443008,0.358330884162712,0.754235315511355,0.450707935329761,
ACTR3C,292.489127087413,-0.339421717799138,0.279933626969843,-1.21251182016965,0.225316520698841,0.373332455591722
ACTR5,542.665260025299,-0.482401406563059,0.252540326857948,-1.91012487303938,0.056117137167578,0.135598183133158
ACTR6,1205.80067964039,0.448205630250285,0.266351921774786,1.682752822014,0.0924229514585417,0.196651609633215
ACTR8,1491.62589510396,-0.17122003199078,0.209227830477139,-0.818341355460185,0.413162298043056,0.57122308610377
ACTRT1,0,,,,,
ACTRT2,0,,,,,
ACTRT3,130.027663953996,0.226205531456186,0.359323121008293,0.629560990724004,0.528981852768855,0.676287499779692
ACVR1,379.876067318364,0.00278940736544006,0.300578028207265,0.0092817302977774,0.992594357031349,0.995592022614324
ACVR1B,792.779838404589,-0.353574477093224,0.22916643045316,-1.54284944516639,0.122867309346157,0.24297410615848
ACVR1C,10.4094822407938,1.24423948387917,0.663717679783015,1.87205559093476,0.0611989130197175,0.144727159168251
ACVR2A,669.601518395966,0.613439449241544,0.267350175223455,2.29446118390019,0.0217640222139272,0.0661538638535728
ACVR2B,1585.41490254328,0.470035615524516,0.210684913592655,2.23096718692059,0.0256833026300128,0.0750273225886567
ACVR2B-AS1,27.4586726651889,-0.84111263138001,0.571614193695798,-1.46930901017751,0.141748994052056,0.269115033378984
ACVRL1,0.708487136977652,0.0938320802088281,0.391674470912087,0.224768033878178,0.822159735060627,
ACY1,8.43294998865831,-1.86906831566806,0.666413103598858,-2.70257211832709,0.0068805256252883,0.0271984636396926
ACY3,0.437381767305593,-0.0116310057420871,0.334492575921061,-0.0263308526464069,0.978993446584266,
ACYP1,207.04491300484,-0.119316088120279,0.308717746576097,-0.386487634128972,0.699135559070981,0.806173755130298
ACYP2,81.1097092530417,0.501939483354519,0.428779597269725,1.17049631052873,0.241801298029038,0.392620271605931
ADA,221.388972866392,-1.50783145362305,0.384478293960503,-3.91809372853472,8.92520034567093e-05,0.000825636536951835
ADA2,0.520833391924835,-0.191545648967656,0.334852419325473,-0.526493478312784,0.598545382102782,
ADAD1,0,,,,,
ADAD2,0,,,,,
ADAL,788.13512167111,0.0689148309244194,0.261791781832711,0.26324427833494,0.792362304746184,0.873972214377835
ADAM10,5267.63092085045,0.288906430389433,0.2120664950167,1.36233981480663,0.173090667989389,0.310581868075049
ADAM11,20.3371419061734,-0.454319586515513,0.602536813561358,-0.754055064234925,0.450816158233172,0.607858081374043
ADAM12,1030.29607509128,-0.191121074722589,0.219339554131155,-0.871347136288247,0.38356464069801,0.542350193002177
ADAM15,3401.3941768222,-1.30936730675332,0.37313261927128,-3.50911184678209,0.000449605789443473,0.00311499120538969
ADAM17,3296.63718725606,1.155723097997,0.212102003921065,5.44872160144069,5.07331524803917e-08,1.09370383064612e-06
ADAM18,0,,,,,
ADAM19,0.562033289381175,-0.00423170023325208,0.3358547291096,-0.0217156990217994,0.982674740717492,
ADAM2,0,,,,,
ADAM20,65.8902289122254,0.773321306827967,0.524236177422548,1.47543117820524,0.140096658272592,0.266692832327208
ADAM20P1,37.7714543413414,1.11724633513582,0.57576806219526,1.93531020108692,0.0529522412803951,0.129784905099008
ADAM21,19.5535718878738,-0.940030894565644,0.606153423483215,-1.54794319082843,0.121635974644056,0.241244683044045
ADAM21P1,0.750738864140555,-0.245053362264763,0.359844143794066,-0.682796801466428,0.494735251094617,
ADAM22,203.88624997095,0.263902486359241,0.333576164966396,0.791155454248683,0.428853282347234,0.585507590280584
ADAM23,6.62623613898093,-0.516912443599399,0.667450042670135,-0.776445684819856,0.437485879150258,0.594410161888938
ADAM28,12.968744951811,2.56516855664495,0.667704852671041,3.8952857461313,9.80830299918047e-05,0.000895632333411967
ADAM29,0,,,,,
ADAM30,0,,,,,
ADAM32,27.7438000062928,1.95937283502647,0.577894841160633,3.34395115903918,0.000825942768268989,0.00509154524575268
ADAM33,0.811761311633951,-0.260883192468631,0.369526403257365,-0.726247883742509,0.467686822225379,
ADAM3A,0,,,,,
ADAM3B,0,,,,,
ADAM5,0,,,,,
ADAM6,0,,,,,
ADAM7,0,,,,,
ADAM8,12.8449359539802,-1.04684299802462,0.654379761541189,-1.59757282960918,0.110138077278072,0.224087525579444
ADAM9,10387.1428974022,0.856775050709205,0.217900810068976,3.93193319728155,8.42654842682781e-05,0.000785369096798645
ADAMDEC1,0,,,,,
ADAMTS1,641.240611780444,-1.33676437014065,0.254999087572414,-5.24122950224547,1.59510175574877e-07,3.15101442453692e-06
ADAMTS10,8.98643719256081,-1.97125403095511,0.667561126496935,-2.79993987518165,0.00511121257115704,0.0214529590846391
ADAMTS12,0,,,,,
