Gene,Normalized_count.SRR5886303,Normalized_count.SRR5886304,Normalized_count.SRR5886305,Normalized_count.SRR5886306
MTERF4,591.722393596318,619.204664330984,603.271959094049,564.400164235684
MTF1,882.18920672214,948.868793852208,908.586426196525,1040.3582408798
MTF2,2001.73129502709,2768.52803509107,1863.15394683619,1875.90322628438
MTFMT,400.844202113635,510.76251646216,650.172675426056,530.652525549427
MTFP1,1161.86725250329,499.918301675278,1883.38562839118,1924.77911679551
MTFR1,1673.9187487851,2047.38775176339,1658.99788750863,1423.21938321699
MTFR1L,542.757987955108,535.704210471989,596.834605872009,546.944489053137
MTFR2,493.793582313898,660.412680521137,385.321571433546,364.241755475813
MTG1,790.069731702236,481.483136537578,926.978863973782,839.036120441089
MTG2,434.040409328014,211.462188344206,747.652595645521,799.469923360649
MTHFD1,6818.50096183359,6725.58201082445,7027.75047469012,6920.59335404044
MTHFD1L,7453.3784248086,7478.17051703409,7129.8285043539,6664.57678469642
MTHFD2,17598.139349523,21897.7229191516,8309.70338776498,8085.46874455574
MTHFD2L,463.087090640597,650.652887212943,326.465770546322,416.608781023453
MTHFD2P1,0.829905180359492,1.08442147868824,0,1.16371167883646
MTHFR,297.106054568698,177.845122504871,652.931541092644,684.26246715584
MTHFS,30.7064916733012,13.0130577442589,37.7044974433781,37.2387737227668
MTHFSD,356.029322374222,362.196773881871,511.309770207761,532.9799489071
MTIF2,2897.19898463499,3746.67620886786,3276.61279001844,2945.35425913509
MTIF3,380.096572604647,443.528384783489,383.482327655821,351.440927008611
MTLN,88.7998542984656,34.7014873180236,77.2482386644819,103.570339416445
MTM1,295.446244207979,377.378674583507,299.796735769299,240.888317519148
MTMR1,1737.82144767278,1922.67928171425,1843.84188717007,1647.81573723243
MTMR10,618.279359367822,810.062844580114,444.177372320771,470.139518249931
MTMR11,32.3663020340202,36.8703302754001,49.6595819985955,44.2210437957856
MTMR12,3000.10722699956,3231.57600649095,2547.35263215018,2542.71001825767
MTMR14,1371.83326313424,1020.44061144563,1129.29567952362,996.137197084011
MTMR2,6311.42889663394,8311.00621266666,6224.92056571283,6442.30785403865
MTMR3,2740.34690554704,2161.25200702566,1808.89625539328,1736.257824824
MTMR4,1130.33085564963,1134.3048667079,1550.48250462281,1335.94100730426
MTMR6,1574.33012714196,2248.00572532072,954.567520639669,951.916153288226
MTMR7,10.7887673446734,15.1819007016353,1.83924377772576,0
MTMR8,0,0,0,0
MTMR9,2298.83734959579,2808.65162980254,1652.56053428659,1537.26312774297
MTMR9LP,34.8560175750987,15.1819007016353,42.3026068876924,69.8227007301877
MTNR1A,0,0,0,0
MTNR1B,0,0,0,0
MTO1,2419.17360074792,2588.51406962882,1978.10668294405,1680.39966423985
MTOR,6838.41868616221,5294.14565895598,5900.29403894423,6082.72094527819
